EID	massfeature_rows	str_row_ion	compounds	compound_names
E1494	row6004	row6004_M+H[1+]	C05301;hestratriol;C05141;CE2179	2-Hydroxyestradiol-17beta; 2-OH-Estradiol$4,17 dihydroxy estradiol$Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol$4-hydroxy-17beta-estradiol
E1497	row6081	row6081_M+H[1+]	C03917;C05293;C00523;C04373;C04295	5alpha-Dihydrotestosterone$5beta-Dihydrotestosterone$Androsterone$3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one$Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene; Androstenediol
E1498	row11575;row11584;row11592;row6103;row6114	row11575_M[1+];row11584_M+H[1+];row11592_M(C13)+H[1+];row6103_M+2H[2+];row6114_M(C13)+2H[2+]	C00500	Biliverdin; Biliverdin IXalpha
E1500	row11574;row11582;row11591	row11574_M[1+];row11582_M+H[1+];row11591_M(C13)+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E1501	row11586;row11594	row11586_M+H[1+];row11594_M(C13)+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E1502	row11583;row11590	row11583_M+H[1+];row11590_M(C13)+H[1+]	C00500	Biliverdin; Biliverdin IXalpha
E1503	row11576;row11585;row11593;row11729	row11576_M[1+];row11585_M+H[1+];row11593_M(C13)+H[1+];row11729_M+Na[1+]	C00500	Biliverdin; Biliverdin IXalpha
E1505	row11592;row11601;row11608;row6129;row6143	row11592_M[1+];row11601_M+H[1+];row11608_M(C13)+H[1+];row6129_M+2H[2+];row6143_M(C13)+2H[2+]	C00486	Bilirubin
E1508	row11594;row11602;row11609	row11594_M[1+];row11602_M+H[1+];row11609_M(C13)+H[1+]	C00486	Bilirubin
E1510	row11593;row11600;row11610;row11738	row11593_M[1+];row11600_M+H[1+];row11610_M(C13)+H[1+];row11738_M+Na[1+]	C00486	Bilirubin
E1517	row6223;row6250;row8070	row6223_M+H[1+];row6250_M(C13)+H[1+];row8070_M+HCOONa[1+]	C03373	5-amino-1-(5-phospho-D-ribosyl)imidazole
E1526	row6269;row6271;row6272	row6269_M+H[1+];row6271_M+H[1+];row6272_M+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E1527	row6267;row6268;row6270;row6296;row8107	row6267_M+H[1+];row6268_M+H[1+];row6270_M+H[1+];row6296_M(C13)+H[1+];row8107_M+HCOONa[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E1530	row6286;row6314	row6286_M+H[1+];row6314_M(C13)+H[1+]	C00170	5-Methylthioadenosine
E1531	row6962	row6962_M+Na[1+]	C00170	5-Methylthioadenosine
E1533	row6359	row6359_M+H[1+]	C06174;C05176	Codeine; (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol$(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol
E1534	row6371;row6413	row6371_M+H[1+];row6413_M(C13)+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E1535	row6372;row6412;row7022	row6372_M+H[1+];row6412_M(C13)+H[1+];row7022_M+Na[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E1536	row7036	row7036_M+Na[1+]	CE2184;CE2189;C05285;C05299	2-hydroxy-3-methoxyestrone$4-methoxyestrone$Adrenosterone$2-Methoxyestrone
E1537	row6399	row6399_M+H[1+]	CE2184;CE2189;C05285;C05299	2-hydroxy-3-methoxyestrone$4-methoxyestrone$Adrenosterone$2-Methoxyestrone
E1538	row7038	row7038_M+Na[1+]	CE2184;CE2189;C05285;C05299	2-hydroxy-3-methoxyestrone$4-methoxyestrone$Adrenosterone$2-Methoxyestrone
E1544	row6455;row6487	row6455_M+H[1+];row6487_M(C13)+H[1+]	C00836	Sphinganine
E1545	row6456	row6456_M+H[1+]	C00836	Sphinganine
E1546	row7074	row7074_M+Na[1+]	C00836	Sphinganine
E1550	row6484;row6485;row6512;row6515	row6484_M+H[1+];row6485_M+H[1+];row6512_M(C13)+H[1+];row6515_M(C13)+H[1+]	CE5932;C02075;C06428;CE5013	13,14-epoxy-retinol$Retinyl ester; all-trans-Retinyl ester$(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate$
E1556	row6544;row7167	row6544_M[1+];row7167_M+Na[1+]	CE2516	(8Z,11Z,14Z)-eicosatrienoic acid
E1561	row7214	row7214_M+Na[1+]	C00051	Reduced glutathione
E1567	row6606;row7226	row6606_M+H[1+];row7226_M+Na[1+]	CE5307;CE5319	3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate$3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate
E1570	row7215	row7215_M+Na[1+]	C01169	S-Succinyldihydrolipoamide
E1571	row6600	row6600_M+H[1+]	C01169	S-Succinyldihydrolipoamide
E1577	row6661	row6661_M+H[1+]	CE5968	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate
E1579	row6633;row6661	row6633_M[1+];row6661_M+H[1+]	C07163	Methadone
E1580	row7289	row7289_M+Na[1+]	CE2510	
E1582	row7288	row7288_M+Na[1+]	CE2510	
E1591	row6686	row6686_M+H[1+]	C16608	Demethylcitalopram
E1592	row7304	row7304_M+Na[1+]	C16608	Demethylcitalopram
E1593	row6657;row6658	row6657_M+Na[1+];row6658_M+Na[1+]	C02838	L-Octanoylcarnitine
E1602	row6829	row6829_M+H[1+]	C05202	3'-Hydroxy-N-methyl-(S)-coclaurine; (S)-3'-Hydroxy-N-methylcoclaurine
E1606	row7447	row7447_M+Na[1+]	CE7079;CE4877;CE2953;CE7111	leukotriene A5$$rac-5,6-epoxy-retinoate$5-oxo-EPE
E1607	row7448	row7448_M+Na[1+]	CE7079;CE4877;CE2953;CE7111	leukotriene A5$$rac-5,6-epoxy-retinoate$5-oxo-EPE
E1608	row7449	row7449_M+Na[1+]	CE7079;CE4877;CE2953;CE7111	leukotriene A5$$rac-5,6-epoxy-retinoate$5-oxo-EPE
E1609	row6812	row6812_M+H[1+]	C00410	Progesterone; 4-Pregnene-3,20-dione
E1612	row7407	row7407_M+Na[1+]	C00921	Dihydropteroate; 7,8-Dihydropteroate
E1616	row6881;row8601	row6881_M+H[1+];row8601_M+HCOONa[1+]	C16679;C16677;C16680	all-trans-18-Hydroxyretinoic acid$all-trans-4-Hydroxyretinoic acid$all-trans-5,6-Epoxyretinoic acid; all-trans-5,6-Epoxy-5,6-dihydroretinoic acid
E1618	row6914;row6949	row6914_M+H[1+];row6949_M(C13)+H[1+]	CE2084;CE7090;CE7085;CE7082;CE7081	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid$18R-HEPE$5-HEPE$$15(R)-HEPE
E1620	row6913;row7524	row6913_M+H[1+];row7524_M+Na[1+]	CE2084;CE7090;CE7085;CE7082;CE7081	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid$18R-HEPE$5-HEPE$$15(R)-HEPE
E1621	row7522	row7522_M+Na[1+]	CE2084;CE7090;CE7085;CE7082;CE7081	5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid$18R-HEPE$5-HEPE$$15(R)-HEPE
E1626	row6906;row6945	row6906_M[1+];row6945_M+H[1+]	C00399	Ubiquinone
E1627	row6948	row6948_M+H[1+]	C00399	Ubiquinone
E1628	row6946	row6946_M+H[1+]	C00399	Ubiquinone
E1629	row6947	row6947_M+H[1+]	C00399	Ubiquinone
E1632	row7554	row7554_M+Na[1+]	C00909	Leukotriene A4
E1633	row6922	row6922_M+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E1636	row6936	row6936_M+H[1+]	C05606	Melanin
E1637	row7538	row7538_M+Na[1+]	C05606	Melanin
E1639	row6952	row6952_M+H[1+]	CE2211;C05480	allopregnanolone$3alpha-Hydroxy-5beta-pregnane-20-one
E1640	row7558;row8665	row7558_M+Na[1+];row8665_M+HCOONa[1+]	CE2211;C05480	allopregnanolone$3alpha-Hydroxy-5beta-pregnane-20-one
E1644	row7006;row7020;row7613	row7006_M+H[1+];row7020_M(C13)+H[1+];row7613_M+Na[1+]	C04805;C04742;C14749;C14748;C14778;C14770;C14771;C14769;C14768;CE5016	5-Hydroxyeicosatetraenoate$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$20-Hydroxyeicosatetraenoic acid$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$13,14-dihydroxy-retinol
E1645	row6977;row7007;row7021	row6977_M[1+];row7007_M+H[1+];row7021_M(C13)+H[1+]	C04805;C04742;C14749;C14748;C14778;C14770;C14771;C14769;C14768;CE5016	5-Hydroxyeicosatetraenoate$(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE$19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid$20-Hydroxyeicosatetraenoic acid$16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid$11,12-EET$14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid$8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid$5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$13,14-dihydroxy-retinol
E1647	row6977;row7007	row6977_M+H[1+];row7007_M(C13)+H[1+]	CE2565;CE0347;12harachd	15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate$12-hydroxyeicosatetraenoate$12 hydroxy arachidonic acid
E1653	row7087;row7683;row8773	row7087_M+H[1+];row7683_M+Na[1+];row8773_M+HCOONa[1+]	C07572	Citalopram
E1658	row7129	row7129_M+H[1+]	C04242	5-Fluorodeoxyuridine monophosphate
E1660	row7745	row7745_M+Na[1+]	CE5922	
E1661	row7141;row7163;row7199	row7141_M[1+];row7163_M+H[1+];row7199_M(C13)+H[1+]	CE5922	
E1663	row7168	row7168_M+Na[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
E1664	row7233;row8893	row7233_M+H[1+];row8893_M+HCOONa[1+]	clpnd;dcsptn1	clupanodonic acid$docosa-4,7,10,13,16-pentaenoic acid (n-6)
E1665	row7206;row7793	row7206_M[1+];row7793_M+Na[1+]	clpnd;dcsptn1	clupanodonic acid$docosa-4,7,10,13,16-pentaenoic acid (n-6)
E1667	row7265;row7792	row7265_M(C13)+H[1+];row7792_M+Na[1+]	clpnd;dcsptn1	clupanodonic acid$docosa-4,7,10,13,16-pentaenoic acid (n-6)
E1670	row11973	row11973_M+H[1+]	C15647	2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate
E1671	row7241	row7241_M+Na[1+]	C00365	dUMP
E1676	row7256;row7833	row7256_M[1+];row7833_M+Na[1+]	CE7109;CE7110	5(S),6(S)-epoxy-15(R)-HEPE$5,6-epoxy,18R-HEPE
E1677	row7260	row7260_M+H[1+]	17ahprgstrn;C03205;C05498;C01176	17alpha-Hydroxyprogesterone$11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC$11beta-Hydroxyprogesterone$17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3,20-dione; Pregn-4-ene-3,20-dione-17-ol; 17alpha-Hydroxy-progesterone
E1678	row7259	row7259_M+H[1+]	17ahprgstrn;C03205;C05498;C01176	17alpha-Hydroxyprogesterone$11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC$11beta-Hydroxyprogesterone$17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3,20-dione; Pregn-4-ene-3,20-dione-17-ol; 17alpha-Hydroxy-progesterone
E1679	row7815	row7815_M+Na[1+]	17ahprgstrn;C03205;C05498;C01176	17alpha-Hydroxyprogesterone$11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC$11beta-Hydroxyprogesterone$17alpha-Hydroxyprogesterone; 17alpha-Hydroxy-4-pregnene-3,20-dione; Pregn-4-ene-3,20-dione-17-ol; 17alpha-Hydroxy-progesterone
E1681	row7839;row8964	row7839_M+Na[1+];row8964_M+HCOONa[1+]	adrn	adrenic acid
E1687	row7316;row7865	row7316_M[1+];row7865_M+Na[1+]	CE2567;CE2566;CE5178;CE4990;CE4876;CE5304;CE5349;CE6508;CE7080;CE7091;CE7097;CE7084;CE7083	5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion$5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate$5-oxo-6-trans-leukotriene B4$12-oxo-leukotriene B4$delta12-Prostaglandin J2$$5-oxo-6E-12-epi-LTB4$5-hydroperoxy-EPA$15(S)-hydroperoxy-EPE$15(R)-hydroperoxy-EPE$5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate$$leukotriene B5
E1688	row7318	row7318_M+H[1+]	C18038;C05138;C04518;C05485	$17alpha-Hydroxypregnenolone$17alpha,20alpha-Dihydroxypregn-4-en-3-one$21-Hydroxypregnenolone
E1689	row7319	row7319_M+H[1+]	C18038;C05138;C04518;C05485	$17alpha-Hydroxypregnenolone$17alpha,20alpha-Dihydroxypregn-4-en-3-one$21-Hydroxypregnenolone
E1690	row7320;row7336	row7320_M+H[1+];row7336_M(C13)+H[1+]	C18038;C05138;C04518;C05485	$17alpha-Hydroxypregnenolone$17alpha,20alpha-Dihydroxypregn-4-en-3-one$21-Hydroxypregnenolone
E1691	row7854	row7854_M+Na[1+]	C18038;C05138;C04518;C05485	$17alpha-Hydroxypregnenolone$17alpha,20alpha-Dihydroxypregn-4-en-3-one$21-Hydroxypregnenolone
E1693	row7337	row7337_M+Na[1+]	CE2414	(3S,7R,11R)-phytanate
E1695	row7350	row7350_M+H[1+]	C00455	NMN
E1697	row7351	row7351_M+H[1+]	C14874	Glutathione episulfonium ion
E1698	row7879	row7879_M+Na[1+]	C14874	Glutathione episulfonium ion
E1701	row7426;row7971	row7426_M[1+];row7971_M+Na[1+]	CE6230;CE4988;CE4987;CE5352	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate$10,11-dihydro-12-epi-leukotriene B4$10,11-dihydro-leukotriene B4$6,7-dihydro-leukotriene B4
E1703	row12059	row12059_M+Na[1+]	C02686	galactocerebroside 
E1709	row7976	row7976_M+Na[1+]	CE2512	
E1710	row7459;row7505;row7975;row9100	row7459_M+H[1+];row7505_M(C13)+H[1+];row7975_M+Na[1+];row9100_M+HCOONa[1+]	CE2512	
E1711	row7477	row7477_M+H[1+]	C04677	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide
E1714	row7597	row7597_M+H[1+]	C16634	5-Fluorouridine monophosphate
E1717	row7606;row7607;row7628;row8129	row7606_M[1+];row7607_M[1+];row7628_M+H[1+];row8129_M+Na[1+]	C16548	N,N-Didesmethyltamoxifen
E1719	row7610;row8127	row7610_M[1+];row8127_M+Na[1+]	C16548	N,N-Didesmethyltamoxifen
E1721	row7629;row8124;row8125;row8126;row8128	row7629_M+H[1+];row8124_M+Na[1+];row8125_M+Na[1+];row8126_M+Na[1+];row8128_M+Na[1+]	C16548	N,N-Didesmethyltamoxifen
E1722	row7612;row8130	row7612_M[1+];row8130_M+Na[1+]	CE6504	
E1726	row7651;row7654;row7665	row7651_M+H[1+];row7654_M+H[1+];row7665_M(C13)+H[1+]	C05490	11-Dehydrocorticosterone
E1727	row7655	row7655_M+H[1+]	C05490	11-Dehydrocorticosterone
E1730	row7626;row7653;row7667	row7626_M[1+];row7653_M+H[1+];row7667_M(C13)+H[1+]	C05490	11-Dehydrocorticosterone
E1732	row7650	row7650_M+H[1+]	C05490	11-Dehydrocorticosterone
E1734	row8155	row8155_M+Na[1+]	CE2961	4-hydroxy-all-trans-retinyl acetate
E1737	row7642	row7642_M+Na[1+]	C04079	N-((R)-Pantothenoyl)-L-cysteine; D-Pantothenoyl-L-cysteine; N-Pantothenoylcysteine
E1738	row7658	row7658_M+H[1+]	C00942	3',5'-Cyclic GMP
E1740	row7689;row7690;row7709	row7689_M[1+];row7690_M[1+];row7709_M+H[1+]	CE5141	
E1744	row8272	row8272_M+Na[1+]	C14871	S-(Formylmethyl)glutathione
E1745	row7745;row7768	row7745_M+H[1+];row7768_M(C13)+H[1+]	CE7114;CE2053;CE5138;CE5661;CE7115;CE7113;CE7112;CE7088	$20-oxo-leukotriene B4$12-oxo-20-hydroxy-leukotriene B4$15-oxo-lipoxin A4$20-hydroxy-leukotriene B5$15-epi-lipoxin B5$15-epi-lipoxin A5$PGH3
E1746	row8273	row8273_M+Na[1+]	CE7114;CE2053;CE5138;CE5661;CE7115;CE7113;CE7112;CE7088	$20-oxo-leukotriene B4$12-oxo-20-hydroxy-leukotriene B4$15-oxo-lipoxin A4$20-hydroxy-leukotriene B5$15-epi-lipoxin B5$15-epi-lipoxin A5$PGH3
E1749	row8300	row8300_M+Na[1+]	C04707;C06439	(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate; (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate$Prostaglandin E3
E1750	row7767	row7767_M+H[1+]	C04707;C06439	(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate; (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate$Prostaglandin E3
E1751	row7769	row7769_M+H[1+]	C04707;C06439	(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate; (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprosta-13-enoate$Prostaglandin E3
E1755	row7819;row9496	row7819_M+H[1+];row9496_M+HCOONa[1+]	C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427	Prostaglandin D2$w-hydroxyl leukotriene B4$Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid$Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid$Prostaglandin E2$(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate$(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate$Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol$Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid$Prostaglandin H2
E1756	row7791;row7817;row7837;row8339;row9498	row7791_M[1+];row7817_M+H[1+];row7837_M(C13)+H[1+];row8339_M+Na[1+];row9498_M+HCOONa[1+]	C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C02198;C00427	Prostaglandin D2$w-hydroxyl leukotriene B4$Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid$Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid$Prostaglandin E2$(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate$(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate$Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol$Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid$Prostaglandin H2
E1759	row7840	row7840_M+Na[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E1763	row8402	row8402_M+Na[1+]	CE4786;tethex3	nisinate$tetracosahexaenoic acid, n-3
E1764	row8401	row8401_M+Na[1+]	CE4786;tethex3	nisinate$tetracosahexaenoic acid, n-3
E1767	row8464	row8464_M+Na[1+]	tetpent6;CE4839;tetpent3	tetracosapentaenoic acid, n-6$6,9,12,15,18-all-cis-tetracosapentaenoate$tetracosapentaenoic acid, n-3
E1769	row8489	row8489_M+Na[1+]	CE6027	24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3
E1774	row7973	row7973_M+H[1+]	CE5787	kinetensin 1-3
E1776	row7975	row7975_M+H[1+]	tettet6	tetracosatetraenoic acid n-6
E1782	row8098;row8122;row8146	row8098_M[1+];row8122_M+H[1+];row8146_M(C13)+H[1+]	CE3140	
E1783	row8106;row8130	row8106_M[1+];row8130_M+H[1+]	CE5139	12-oxo-20-dihydroxy-leukotriene B4
E1785	row8144	row8144_M+Na[1+]	C00621	Dolichol diphosphate
E1786	row8143;row9273	row8143_M+Na[1+];row9273_M+HCOONa[1+]	C00621	Dolichol diphosphate
E1787	row8145	row8145_M+Na[1+]	C05399	Melibiitol; 6-O-alpha-D-Galactosyl-D-glucitol
E1793	row8194	row8194_M+H[1+]	C04555	3beta-Hydroxyandrost-5-en-17-one 3-sulfate; Dehydroepiandrosterone sulfate
E1795	row8236	row8236_M+Na[1+]	C00130	IMP
E1799	row8249;row8252;row8278	row8249_M[1+];row8252_M[1+];row8278_M+H[1+]	C07108	Tamoxifen
E1801	row8814	row8814_M+Na[1+]	ttdcrn	tetradecanoyl carnitine
E1802	row8283;row8314;row8816	row8283_M+H[1+];row8314_M(C13)+H[1+];row8816_M+Na[1+]	ttdcrn	tetradecanoyl carnitine
E1805	row8302;row8325;row8857	row8302_M[1+];row8325_M+H[1+];row8857_M+Na[1+]	C16549;C16547	alpha-Hydroxy-N-desmethyltamoxifen$4-Hydroxy-N-desmethyltamoxifen; Endoxifen
E1808	row8858	row8858_M+Na[1+]	CE5079	1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3
E1809	row8353	row8353_M+H[1+]	CE6466;CE6467;CE6465;CE6462;CE6463;CE6460;CE6461;CE6459;CE6458;CE6457;CE6455;CE6454;CE6453;CE6452;CE6456;CE6464	$$$$$$$$$$$$$$$
E1810	row8890	row8890_M+Na[1+]	CE6466;CE6467;CE6465;CE6462;CE6463;CE6460;CE6461;CE6459;CE6458;CE6457;CE6455;CE6454;CE6453;CE6452;CE6456;CE6464	$$$$$$$$$$$$$$$
E1812	row8337;row8338;row8352;row8354	row8337_M[1+];row8338_M[1+];row8352_M+H[1+];row8354_M+H[1+]	CE6466;CE6467;CE6465;CE6462;CE6463;CE6460;CE6461;CE6459;CE6458;CE6457;CE6455;CE6454;CE6453;CE6452;CE6456;CE6464	$$$$$$$$$$$$$$$
E1813	row8380;row8408	row8380_M+H[1+];row8408_M(C13)+H[1+]	C03990	3alpha-Hydroxy-5beta-cholanate; 3alpha-Hydroxy-5beta-cholanic acid; Lithocholic acid; Lithocholate
E1815	row8459;row8491;row9010	row8459_M+H[1+];row8491_M(C13)+H[1+];row9010_M+Na[1+]	C06124	Sphingosine 1-phosphate
E1816	row8437;row8460;row9012	row8437_M[1+];row8460_M+H[1+];row9012_M+Na[1+]	C06124	Sphingosine 1-phosphate
E1817	row8462	row8462_M+H[1+]	C06124	Sphingosine 1-phosphate
E1820	row8479	row8479_M+Na[1+]	C01134	Pantetheine 4'-phosphate
E1821	row8480	row8480_M+Na[1+]	C01134	Pantetheine 4'-phosphate
E1822	row8518;row8552	row8518_M+H[1+];row8552_M(C13)+H[1+]	C01120	Sphinganine 1-phosphate
E1824	row8493;row9053	row8493_M[1+];row9053_M+Na[1+]	C01120	Sphinganine 1-phosphate
E1825	row9054	row9054_M+Na[1+]	C01120	Sphinganine 1-phosphate
E1827	row9055	row9055_M+Na[1+]	C01120	Sphinganine 1-phosphate
E1832	row8626	row8626_M+H[1+]	CE5946	10,11-dihydro-20-trihydroxy-leukotriene B4
E1834	row9145	row9145_M+Na[1+]	CE5946	10,11-dihydro-20-trihydroxy-leukotriene B4
E1835	row8634	row8634_M+H[1+]	ptdcacrn	pendtadenoyl carnitine
E1836	row9152	row9152_M+Na[1+]	ptdcacrn	pendtadenoyl carnitine
E1838	row8680;row9200	row8680_M+H[1+];row9200_M+Na[1+]	C16545;C16544;C05011	$alpha-Hydroxytamoxifen$Hydroxytamoxifen; 4-Hydroxytamoxifen
E1843	row9424	row9424_M+Na[1+]	hexc	hexacosanoate (n-C26:0)
E1845	row8898	row8898_M+H[1+]	hdd2crn;hdcecrn	trans-Hexadec-2-enoyl carnitine$Hexadecenoyl carnitine
