"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"10,11-dihydro-20-trihydroxy-leukotriene B4","10,11-dihydro-20-trihydroxy-leukotriene B4","HMDB0012503","53481448",NA,NA,NA,"O[C@H](CC\C=C\C=C/[C@H](O)CCCC(O)=O)C\C=C/CCCCC(O)(O)O","1"
"pendtadenoyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"5beta-Cholestan-3-one","5beta-Cholestanone","HMDB0011182","68759","27694","C05844",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"cholesta-8(9)-en-3beta-ol","5alpha-Cholest-8-en-3beta-ol","HMDB0006841","101770","16608","C03845",NA,"[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCCC(C)C","1"
"5alpha-Cholest-7-en-3beta-ol","Lathosterol","HMDB0001170","65728","17168","C01189","6052","[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"5alpha-Cholest-8-en-3beta-ol","5alpha-Cholest-8-en-3beta-ol","HMDB0006841","101770","16608","C03845",NA,"[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3)[C@H](C)CCCC(C)C","1"
"Cholesterol","Cholesterol","HMDB0000067","5997","16113","C00187","163","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"alpha-Hydroxytamoxifen","alpha-Hydroxytamoxifen","HMDB0060585","3036580","80553","C16544",NA,"CC(O)C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)\C1=CC=CC=C1","1"
"Hydroxytamoxifen","4-Hydroxytamoxifen","HMDB0060530","449459","44616","C05011",NA,"CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","1"
"Urocortisol","Tetrahydrocortisol","HMDB0000949","387316","16525","C05472","5897","C[C@]12C[C@H](O)C3C(CCC4C[C@H](O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO","1"
"1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3","NA","NA","NA","NA","NA","NA","NA","0"
"trans-Hexadec-2-enoyl carnitine","trans-Hexadec-2-enoyl carnitine","HMDB0006317","53477817","86031",NA,NA,"CCCCCCCCCCCCC\C=C\C(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"Hexadecenoyl carnitine","Palmitoylcarnitine","HMDB0000222","11953816","17490","C02990","5231","CCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"L-Palmitoylcarnitine","L-Palmitoylcarnitine","HMDB0240774","16902",NA,NA,NA,"[H][C@](CC([O-])=O)(C[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC","1"
"7alpha-Hydroxycholest-4-en-3-one","7a-Hydroxy-cholestene-3-one","HMDB0001993","123743","17899","C05455","6419","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"Calcidiol","Calcidiol","HMDB0003550","5283731","17933","C01561","6949","C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C","1"
"Campesterol","Campesterol","HMDB0002869","173183","28623","C01789","167","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](C)C(C)C","1"
"Lophenol","4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol","HMDB0011605","50990062","18378","C08825",NA,"[H][C@@]12CCC([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])C2=CC[C@@]2([H])[C@H](C)[C@@H](O)CC[C@]12C","1"
"27-Hydroxycholesterol","27-Hydroxycholesterol","HMDB0002103","123976","76591","C15610","6487","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC[C@@H](C)CO","1"
"7alpha-Hydroxy-5beta-cholestan-3-one","7a-Hydroxy-5b-cholestan-3-one","HMDB0006892","53477905","2290","C05451",NA,"CC(C)CCCC(C)C1CCC2C3[C@@H](O)CC4CC(=O)CC[C@]4(C)C3CC[C@]12C","1"
"20alpha-Hydroxycholesterol","20alpha-Hydroxycholesterol","HMDB0006283","440711","1296","C05500",NA,"CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1"
"22beta-Hydroxycholesterol","22b-Hydroxycholesterol","HMDB0004035","167685","67237","C05502","7006","[H][C@@]12CC[C@H]([C@H](C)[C@H](O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"24-Hydroxycholesterol","24-Hydroxycholesterol","HMDB0001419","121948","34310","C13550",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@H](O)C(C)C","1"
"25-Hydroxycholesterol","25-Hydroxycholesterol","HMDB0006247","53477807","37616","C15519","3899","[H]C12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"7 alpha-Hydroxycholesterol","7alpha-Hydroxycholesterol","HMDB0001496","107722","17500","C03594","6280","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"3alpha,7alpha-Dihydroxy-5beta-cholestane","3a,7a-Dihydroxy-5b-cholestane","HMDB0006893","3080603","28047","C05452",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"neurotensin 11-13","Neurotensin 11-13","HMDB0013024","53481585",NA,NA,NA,"CCC(C)[C@H](NC(=O)[C@H](N)CC1=CC=C(O)C=C1)C(=O)N[C@H](CC(C)C)C(O)=O","1"
"Cholate","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"fructoselysine 3-phosphate","NA","NA","NA","NA","NA","NA","NA","0"
"12-hydroperoxyeicosatetraenoate glyceryl ester","NA","NA","NA","NA","NA","NA","NA","0"
"13E-tetranor-16-carboxy-LTE4","13E-Tetranor-16-carboxy-LTE4","HMDB0012575","53481472",NA,NA,NA,"N[C@H](CS[C@H](\C=C\C=C\C=C/C=C/CC(O)=O)[C@@H](O)CCCC(O)=O)C(O)=O","1"
"heptadecanoyl carnitine","Heptadecanoyl carnitine","HMDB0006210","53477803","131887",NA,NA,"CCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"SN-38","SN-38","HMDB0060510","104842","8988","C11173",NA,"CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O","1"
"(+)-gama-tocopherol","NA","NA","NA","NA","NA","NA","NA","0"
"7alpha,12alpha-Dihydroxycholest-4-en-3-one","7alpha,12alpha-Dihydroxycholest-4-en-3-one","HMDB0247407","5118592",NA,NA,NA,"CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C","1"
"Calcitriol","Calcitriol","HMDB0001903","5280453","17823","C01673","6382","C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C","1"
"23S,25-dihydroxyvitamin D3","23S,25-dihydroxyvitamin D3","HMDB0006720","13072270",NA,NA,NA,"OC(C[C@@H](C)[C@H]1CCC2([H])\C(CCC[C@]12C)=C\C=C1\C[C@H](O)CCC1=C)CC(O)(C)C","1"
"7alpha,26-Dihydroxy-4-cholesten-3-one","7 alpha,26-Dihydroxy-4-cholesten-3-one","HMDB0012459","53481412",NA,"C17336",NA,"CC(CO)CCC[C@@H](C)C1CCC2C3[C@H](O)CC4=CC(=O)CC[C@]4(C)C3CC[C@]12C","1"
"7alpha,25-Dihydroxy-4-cholesten-3-one","7alpha,25-Dihydroxy-4-cholesten-3-one","HMDB0060425","5284267","81013","C17332",NA,"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","1"
"hexacosanoate (n-C26:0)","Hexacosanoic acid","HMDB0002356","10469","31009",NA,"6642","CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O","1"
"7-alpha,27-Dihydroxycholesterol","7-a,27-Dihydroxycholesterol","HMDB0006281","440985","18431","C06341",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)CO","1"
"7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one","NA","NA","NA","NA","NA","NA","NA","0"
"7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one","7a,12a-Dihydroxy-5b-cholestan-3-one","HMDB0006887","53477903","2288","C05453",NA,"[H][C@]12CCC(C(C)CCCC(C)C)[C@@]1(C)C([H])(O)C[C@@]1([H])C2[C@H](O)CC2CC(=O)CC[C@]12C","1"
"7alpha,27-dihydroxycholesterol","7-a,27-Dihydroxycholesterol","HMDB0006281","440985","18431","C06341",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)CO","1"
"20alpha,22beta-Dihydroxycholesterol","20a,22b-Dihydroxycholesterol","HMDB0006763","53477897","1294","C05501",NA,"[H][C@@]12CC[C@]([H])([C@@](C)(O)[C@H](O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(O)CC[C@]12C","1"
"7-alpha,25-Dihydroxycholesterol","7-a,25-Dihydroxycholesterol","HMDB0006280","6437063","80656","C15520",NA,"[H][C@@]12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C=C2C[C@@H](O)CC[C@]12C","1"
"(24S)-Cholest-5-ene-3beta,7alpha,24-triol","(24S)-7alpha,24-Dihydroxycholesterol","HMDB0060136","11954196","37640","C15518",NA,"CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1"
"17alpha,20alpha-Dihydroxycholesterol","17a,20a-Dihydroxycholesterol","HMDB0006764","192735","27832","C05499",NA,"[H]C12CC[C@](O)([C@](C)(O)CCCC(C)C)[C@@]1(C)CCC1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al","3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",NA,"5460041","27428","C05445",NA,"CC(C=O)CCC(C)1CC23(CC21C)1(C)CC(O)C1C3O","1"
"stearidonyl carnitine","Stearidonyl carnitine","HMDB0006463","53477835",NA,NA,NA,"CC\C=C/C\C=C/CC\C=C/CC\C=C/CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane","5beta-Cholestane-3alpha,7alpha,12alpha-triol","HMDB0001457","160520","16496","C05454","6254","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)C","1"
"3alpha,7alpha,26-Trihydroxy-5beta-cholestane","3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane","HMDB0012455","53481409","28540","C05444",NA,"CC(CO)CCC[C@@H](C)C1CCC2C3[C@H](O)CC4C[C@H](O)CC[C@]4(C)C3CC[C@]12C","1"
"gamma-linolenyl carnitine","Gamma-linolenyl carnitine","HMDB0006318","53477819",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C","1"
"alpha-linolenyl carnitine","Alpha-linolenyl carnitine","HMDB0006319","53477821",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C","1"
"Linoelaidyl carnitine","Linoelaidylcarnitine","HMDB0006461","53477834","72715",NA,NA,"CCCCC\C=C\C\C=C\CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"Linoleyl carnitine","Linoleyl carnitine","HMDB0006469","6450015","84098",NA,NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"dTDP","dTDP","HMDB0001274","164628","18075","C00363","6129","CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","1"
"Elaidic carnitine","Elaidic carnitine","HMDB0006464","53477837","86038",NA,NA,"CCCCCCCC\C=C\CCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"Vaccenyl carnitine","Vaccenyl carnitine","HMDB0006351","53477830","136372",NA,NA,"CCCCCC\C=C\CCCCCCCCCC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C","1"
"octadecenoyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"2-hydroxyamino-MeIQx-N2-(beta-1-glucosiduronyl)-2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline","NA","NA","NA","NA","NA","NA","NA","0"
"Prostaglandin PGE2 glyceryl ester","Prostaglandin PGE2 glyceryl ester","HMDB0013045","53481593","176067",NA,NA,"CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1C\C=C/CCCC(=O)OC(CO)CO","1"
"13'-hydroxy-gama-tocotrienol","NA","NA","NA","NA","NA","NA","NA","0"
"stearoylcarnitine","Stearoylcarnitine","HMDB0000848","52922056","84644",NA,"5811","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"25-hydroxyvitamin D3-26,23-lactone","25-Hydroxyvitamin D3-26,23-lactone","HMDB0060126","131769836",NA,NA,NA,"C[C@H](C[C@@H]1C[C@@](C)(O)C(=O)O1)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@H](O)CCC1=C","1"
"24-oxo-1alpha,25-dihydroxyvitamin D3","24-Oxo-1alpha,25-dihydroxyvitamin D3","HMDB0060128","73946401",NA,NA,NA,"C[C@H](CCC(=O)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)C[C@H](O)C1=C","1"
"25-hydroxyvitamin D3-26,23-lactol","25-Hydroxyvitamin D3-26,23-lactol","HMDB0060127","131769837",NA,NA,NA,"C[C@H](C[C@@H]1C[C@@](C)(O)[C@H](O)O1)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@H](O)CCC1=C","1"
"7alpha-Hydroxy-3-oxo-4-cholestenoate","7alpha-Hydroxy-3-oxo-4-cholestenoate","HMDB0012458","3081085","83036","C17337",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C(O)=O","1"
"alpha-Tocopherol","alpha-Tocopherol","HMDB0001893","14985","18145","C02477","6376","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1","1"
"CMP-2-aminoethylphosphonate","CMP-2-aminoethylphosphonate","HMDB0060067","440754","3276","C05673",NA,"NCCP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O","1"
"glycolithocholate","Lithocholic acid glycine conjugate","HMDB0000698","115245","37998","C15557","5666","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"23S,25,26-trihydroxyvitamin D3","23S,25,26-Trihydroxyvitamin D3","HMDB0060134","73946449",NA,NA,NA,"C[C@H](C[C@H](O)C[C@@](C)(O)CO)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CCC1=C","1"
"13'-hydroxy-gama-tocopherol","NA","NA","NA","NA","NA","NA","NA","0"
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al","NA","NA","NA","NA","NA","NA","NA","0"
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al","3a,7a,12a-Trihydroxy-5b-cholestan-26-al","HMDB0003533","439479","16466","C01301",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)C=O","1"
"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol","5beta-Cholestane-3alpha,7alpha,12alpha,25-tetrol","HMDB0000524","167758",NA,NA,"5509","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)(C)O","1"
"3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane","27-Deoxy-5b-cyprinol","HMDB0001231","193321","17278","C05446","6095","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)CO","1"
"leukotriene E4","Leukotriene E4","HMDB0002200","5280879","15650","C05952","3536","CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(O)=O)[C@@H](O)CCCC(O)=O","1"
"S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione","NA","NA","NA","NA","NA","NA","NA","0"
"3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate","3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate","HMDB0304159","73760490",NA,NA,NA,"CC(C)CCCC(C)C1CCC2C3=CCC4C(C)(CCC(O)C4(C)C([O-])=O)C3CCC12C","1"
"estrone glucuronide","Estrone glucuronide","HMDB0004483","115255","28919","C11133","7063","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C=C3CC[C@@]21[H]","1"
"Estrone glucuronide","Estrone glucuronide","HMDB0004483","115255","28919","C11133","7063","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C=C3CC[C@@]21[H]","1"
"13'-hydroxy-alpha-tocopherol","13'-Hydroxy-alpha-tocopherol","HMDB0012559","53481465","84962",NA,NA,"CC(CO)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C","1"
"Se-Adenosylselenomethionine","Se-Adenosylselenomethionine","HMDB0011118","24892761",NA,"C05691",NA,"C[Se+](CCC(N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"Eicosatetranoyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"C20:4 carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"Estradiol-17beta 3-glucuronide","17-beta-Estradiol-3-glucuronide","HMDB0006224","440713","36489","C05503",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C=C3","1"
"estradiol glucuronide","NA","NA","NA","NA","NA","NA","NA","0"
"dihomo-gamma-linolenyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"trans,trans,cis-Geranylgeranyl diphosphate","2-cis,6-trans,10-trans-Geranylgeranyl diphosphate","HMDB0060108","5281909","10698","C11356",NA,"CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C/COP(O)(=O)OP(O)(O)=O","1"
"Chenodeoxyglycocholate","Chenodeoxycholic acid glycine conjugate","HMDB0000637","12544","36274","C05466","5610","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"Phylloquinone","Phylloquinone","HMDB0304722",NA,NA,"C02059",NA,"[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCCCCC","1"
"20-oxo-leukotriene E4","20-Oxo-leukotriene E4","HMDB0012642","53481512",NA,NA,NA,"N[C@H](CS[C@H](\C=C\C=C\C=C/C\C=C/CCCCC=O)[C@@H](O)CCCC(O)=O)C(O)=O","1"
"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol","5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol","HMDB0062421","5284212",NA,NA,NA,"[H]C(O)(C[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C)CC(C)(C)O","1"
"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol","NA","NA","NA","NA","NA","NA","NA","0"
"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol","5b-Cholestane-3a,7a,12a,24,25-pentol","HMDB0000556","21252253","172126",NA,"5540","[H][C@@]12CC[C@H]([C@H](C)CCC(O)C(C)(C)O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2C[C@H](O)CC[C@]12C","1"
"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol","NA","NA","NA","NA","NA","NA","NA","0"
"arachidyl carnitine","Arachidyl carnitine","HMDB0006460","53477833","73100",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"13'-carboxy-gama-tocotrienol","NA","NA","NA","NA","NA","NA","NA","0"
"Folate","Folic acid","HMDB0000121","6037","27470","C00504","246","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1","1"
"Testosterone glucuronide","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"testosterone glucuronide","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"sphingosylphosphorylcholine","sphingosylphosphorylcholine","HMDB0258420",NA,NA,NA,NA,"CCCCCCCCCCCCCC=CC(O)C(N)COP([O-])(=O)OCC[N+](C)(C)C","1"
"glycocholate","Glycocholic acid","HMDB0000138","10140","17687","C01921","5169","C[C@H](CCC(O)=NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"Dolichyl beta-D-glucosyl phosphate","dolichyl beta-D-glucosyl phosphate",NA,"56940678","15812","C01246",NA,"CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O1OC(CO)(O)C(O)C1O","1"
"Timnodonyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"5-S-glutathionyl-noradrenochrome hydroquinone","NA","NA","NA","NA","NA","NA","NA","0"
"5-Formiminotetrahydrofolate","5-Formiminotetrahydrofolic acid","HMDB0001534","530","15639","C00664","6305","NC1=NC2=C(N(C=N)C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)CN2)C(=O)N1","1"
"13'-carboxy-alpha-tocotrienol","13'-Carboxy-alpha-tocotrienol","HMDB0012556","53481462","139535",NA,NA,"C\C(CC\C=C(/C)C(O)=O)=C\CC\C(C)=C/CC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C","1"
"Adrenyl carnitine","Docosa-4,7,10,13,16-pentaenoyl carnitine","HMDB0006321","53477825","134423",NA,NA,"CCCCC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"retinoyl glucuronide","Retinoyl b-glucuronide","HMDB0003141","5281877","28870","C11061","2280","O[C@@H]1[C@@H](O)[C@@H](O[C@H](C(O)=O)[C@H]1O)OC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C","1"
"Taurolithocholate","Lithocholyltaurine","HMDB0000722","439763","36259","C02592","5690","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"Psychosine","Galactosylsphingosine","HMDB0000648","5280458","16874","C01747","5620","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O","1"
"5-S-glutathionyl-adrenochrome hydroquinone","NA","NA","NA","NA","NA","NA","NA","0"
"androsterone glucuronide","Androsterone glucuronide","HMDB0002829","114833","28832","C11135","2796","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"Etiocholan-3alpha-ol-17-one 3-glucuronide","Etiocholanolone glucuronide","HMDB0004484","443078","37451","C11136","7064","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
